"各位保研er大家好！这里是【保研星途】推免招生信息公益分享！
保研星途在2025年总计陪伴3500+学员（含各类全程班、单项班学员等），拿到保研名额的学员上岸率为99.2%，上岸学员中98.6%获得理想offer并实现院校档次跃迁提升。
欢迎联系我们，领取保研资料→",,,,,,
序号,学校 ,学院,通知名称,通知链接,DDL,
952,哈尔滨工业大学（深圳）,低空科学技术研究院,2026年哈尔滨工业大学（深圳）低空科学技术研究院关于举办暑期学术交流营的通知,http://last.hitsz.edu.cn/info/1017/1291.htm,6月30日,
953,哈尔滨工业大学（深圳）,信息科学与技术学院,2026年哈尔滨工业大学（深圳）信息科学与技术学院学术交流营的通知,http://cist.hitsz.edu.cn/info/1038/2677.htm,6月30日,
954,山东农业大学,水利土木工程学院,2026年山东农业大学水利土木工程学院全国优秀大学生暑期夏令营活动方案,https://shuitu.sdau.edu.cn/2026/0629/c2886a279409/page.htm,6月30日,
955,厦门大学,物理科学与技术学院,2026年厦门大学物理科学与技术学院2023级物理学强基计划转段通知,https://cpst.xmu.edu.cn/info/1045/42781.htm,6月30日,
956,南京邮电大学,电子与光学工程学院柔性电子（未来技术）学院,2026年南京邮电大学电子与光学工程学院柔性电子（未来技术）学院关于举办全国优秀大学生暑期夏令营的安排及通知,https://eoe.njupt.edu.cn/2026/0623/c9495a305324/page.htm,6月30日,
957,北京理工大学,先进结构技术研究院,2026年北京理工大学先进结构技术研究院全国优秀大学生暑期夏令营报名通知,https://xjjg.bit.edu.cn/tzgg/b2e43191245347c3b98da1300e0c1beb.htm,6月30日,
958,四川大学,材料科学与工程学院,2026年四川大学材料科学与工程学院关于举办优秀大学生暑期夏令营的通知,https://mse.scu.edu.cn/info/1011/7683.htm,6月30日,
959,北京中关村学院,,2026年北京中关村学院暑期“脉冲”访学计划报名启动,https://mp.weixin.qq.com/s/VybEAfg-pmO4cY32lqlKKA,6月30日,
960,北京科技大学,计算机与通信工程学院,2026年北京科技大学计算机与通信工程学院关于举办优秀大学生学术沙龙的通知,https://mp.weixin.qq.com/s/pMgXeG6gyMYRcHhNglYhCQ,6月30日,
961,山东大学,数学与统计学院,2026年山东大学数学与统计学院全国优秀大学生数学菁英夏令营招生通知,https://math.wh.sdu.edu.cn/info/1366/29694.htm,6月30日,
962,西安电子科技大学,计算机科学与技术学院,2026年西安电子科技大学计算机科学与技术学院计算机科学拔尖学生培养计划2.0基地——“成长伙伴”国际暑期学校学员招募,https://jwc.xidian.edu.cn/info/1012/22853.htm,6月30日,
963,温州医科大学,精神医学学院,2026年温州医科大学精神医学学院全国优秀大学生夏令营活动通知,https://jsyx.wmu.edu.cn/info/2045/22052.htm,6月30日,
964,四川大学,电子信息学院,2026年四川大学电子信息学院关于举办优秀大学生暑期夏令营的通知,https://eie.scu.edu.cn/info/1025/15213.htm,6月30日,
965,南开大学,环境科学与工程学院,2026年南开大学环境科学与工程学院“环境交叉学科优秀大学生开放日”的通知,https://env.nankai.edu.cn/2026/0624/c12945a598941/page.htm,6月30日,
966,北京交通大学,交通运输学院,2026年北京交通大学交通运输学院暑期夏令营活动通知,https://security.feishu.cn/link/safety?target=http%3A%2F%2Ftrans.bjtu.edu.cn%2Fcms%2Fitem%2F3498.html&scene=ccm&logParams=%7B%22location%22%3A%22ccm_bitable%22%7D&lang=zh-CN,6月29日,
967,河海大学,信息科学与工程学院,2026年河海大学信息科学与工程学院全国优秀大学生校园开放日及有关安排的通知,https://ise.hhu.edu.cn/2026/0615/c1432a327974/page.htm,6月29日,
968,华中农业大学,动物科学技术学院、动物医学院,2026年华中农业大学动物科学技术学院、动物医学院第九届夏令营招生简章,https://my.hzau.edu.cn/info/1065/27423.htm,6月29日,
969,四川大学,建筑与环境学院,2026年四川大学建筑与环境学院关于举办优秀大学生暑期夏令营的通知,https://acem.scu.edu.cn/info/1003/14120.htm?sessionid=,6月29日,
970,同济大学,物理科学与工程学院,2026年同济大学物理科学与工程学院全国优秀学生暑期营活动通知,https://physics.tongji.edu.cn/info/1096/4843.htm,6月29日,
971,西南财经大学,特拉华数据科学学院,2026年西南财经大学特拉华数据科学学院2027届优秀应届本科毕业生免试攻读研究生推荐工作方案,https://dids.swufe.edu.cn/info/1187/21337.htm,6月29日,
972,北京林业大学,生物科学与技术学院,2026年北京林业大学生物科学与技术学院优秀大学生夏令营招募,https://biology.bjfu.edu.cn/tzgg/8fcaf8443bf14546892b5b1c71fd67da.htm,6月29日,
973,北京工商大学,轻工科学与工程学院,2026年北京工商大学轻工科学与工程学院举办“暑期学术探索营”的通知,https://slise.btbu.edu.cn/sytzgg/6dc2e2b36ccd4b6b89ea46597fc40945.htm,6月29日,
974,中山大学,遥感科学与技术学院,2026年中山大学遥感科学与技术学院 “全国优秀大学生夏令营”报名通知,https://sges.sysu.edu.cn/article/1697,6月29日,
975,吉林大学,护理学院,2026年吉林大学护理学院校园学术活动开放日通知,https://hlxy.jlu.edu.cn/info/1004/3052.htm,6月29日,
976,南京农业大学,食品科学技术学院,2026年南京农业大学食品科学技术学院“食尚精英”全国优秀大学生夏令营招生简章,https://food.njau.edu.cn/info/1106/5370.htm,6月29日,
977,西南交通大学,土木工程学院,2026年西南交通大学土木工程学院云上夏令营通知,https://civil.swjtu.edu.cn/info/1048/72552.htm,6月28日,
978,温州医科大学,康复医学院,2026年温州医科大学康复医学院关于举办优秀大学生夏令营的通知,https://mp.weixin.qq.com/s/VBy-nlsAcc21dT_hXhOhAQ,6月28日,
979,同济大学,中意工程创新学院,2026年同济大学中意工程创新学院暑期研学营活动通知,https://mp.weixin.qq.com/s/jEIFJXn3gLQ1InL3WYEyXQ,6月28日,
980,兰州大学,动物医学与生物安全学院,2026年兰州大学动物医学与生物安全学院优秀大学生夏令营活动通知,https://vet.lzu.edu.cn/tongzhigonggao/2026/0612/333133.html,6月28日,
981,四川大学,物理学院,2026年四川大学物理学院关于举办优秀大学生暑期夏令营的通知,https://mp.weixin.qq.com/s/FJdfWDs9lLOQL9wvsAT7WQ?scene=1&click_id=859388310,6月28日,
982,南京航空航天大学,人工智能学院,2026年南京航空航天大学人工智能学院优秀大学生实验室开放日报名通知,https://ai.nuaa.edu.cn/2026/0612/c19799a401637/page.htm,6月28日,
983,华中科技大学,数学与统计学院,2026年华中科技大学数学与统计学院全国优秀本科生学科交流论坛报名通知,https://maths.hust.edu.cn/info/1316/12379.htm,6月26日,
984,山东大学,晶体材料研究院,2026年山东大学晶体材料研究院（晶体材料全国重点实验室) “未来晶体之星”暑期夏令营通知,https://jty.sdu.edu.cn/info/1057/4881.htm,6月26日,
985,四川大学,机械工程学院,2026年四川大学机械工程学院关于举办优秀大学生暑期夏令营的通知,https://msec.scu.edu.cn/info/1091/7043.htm,6月25日,
986,吉林大学,软件学院,2026年吉林大学软件学院校园学术活动开放日的通知,https://csw.jlu.edu.cn/info/1156/8437.htm,6月25日,
987,四川大学,生物医学工程学院,2026年四川大学生物医学工程学院/国家生物医学材料工程技术研究中心关于举办优秀大学生暑期夏令营的通知,https://bme.scu.edu.cn/info/1011/3631.htm,6月25日,
988,复旦大学,药学院,2026年复旦大学药学院全国优秀大学生夏令营报名通知,https://mp.weixin.qq.com/s/FO2VsY_Q0kaXv2Kv0ETLQg?scene=1&click_id=7,6月25日,
989,河海大学,地理与遥感学院,2026年河海大学地理与遥感学院全国优秀大学生校园开放日及有关安排的通知,https://dlxy.hhu.edu.cn/2026/0617/c22517a328091/page.htm,6月25日,
990,中国科学院,西北高原生物研究所,2026年中国科学院西北高原生物研究所问道江源优秀大学生夏令营招生通知,https://www.nwipb.cas.cn/jy/zsxx/202606/t20260613_8228212.html,6月25日,
991,北京航空航天大学,可靠性与系统工程学院,2026年北京航空航天大学可靠性与系统工程学院关于举办全国大学生“可靠行”交流活动的通知,https://mp.weixin.qq.com/s/ODPDR5_Y-I4IA-JssjIkVQ?scene=1,6月25日,
992,南开大学,医学院,2026年南开大学医学院优秀大学生夏令营通知,https://medical.nankai.edu.cn/2026/0615/c28585a598346/page.htm,6月25日,
993,四川大学,计算机学院,2026年四川大学计算机学院(软件学院)关于举办优秀大学生暑期开放营的通知,https://cs.scu.edu.cn/info/1247/19958.htm,6月25日,
994,南京航空航天大学,电子信息工程学院,2026年南京航空航天大学电子信息工程学院优秀大学生实验室开放日报名通知,https://ceie.nuaa.edu.cn/2026/0613/c11527a401659/page.htm,6月24日,
995,华南农业大学,园艺学院,2026年华南农业大学园艺学院关于举办优秀大学生暑期夏令营的通知,https://yy.scau.edu.cn/2026/0616/c2448a437568/page.htm,6月24日,
996,清华大学,工程物理系、核能与新能源技术研究院,2026年清华大学工程物理系、核能与新能源技术研究院“筑核未来”优秀大学生暑期学术交流活动通知,https://www.inet.tsinghua.edu.cn/info/1288/3179.htm,6月24日,
997,北京大学,软件与微电子学院,2026年北京大学软件与微电子学院全国优秀大学生夏令营通知,https://ss.pku.edu.cn/zsxx/zstz/08b3e84f435b4cab85fbf7b8f3aaea0a.htm,6月24日,
998,北京航空航天大学,航空发动机研究院,2026年北京航空航天大学航空发动机研究院暑期学校通知（大二、大三可报）,https://riae.buaa.edu.cn/info/1109/6360.htm,6月24日,
999,上海海事大学,商船学院,2026年上海海事大学商船学院优秀大学生夏令营活动通知,https://mp.weixin.qq.com/s/Zu90efzimGPFm9vuhyglnw,6月24日,
1000,重庆大学,新闻学院,2026年重庆大学新闻学院“交叉•融合•创新”  学术开放日活动方案,https://mp.weixin.qq.com/s/u6UrTGNI9M_-DxxZMEeMnw?scene=1&click_id=4441086,6月24日,
1001,东华大学,服装与艺术设计学院,2026年东华大学服装与艺术设计学院“融智创艺・设计启航” 夏令营招募,https://mp.weixin.qq.com/s/H9n0_3vwJxWi1_1HB8IQ8g,6月24日,
1002,深圳大学,医学部口腔医学院,2026年深圳大学医学部口腔医学院“夏令营”开始招生,https://med.szu.edu.cn/yjspy/zsgz/sqxly/content_11772,6月24日,
1003,南京医科大学,护理学院,2026年南京医科大学护理学院暑期开放日活动报名通知,https://hlxy.njmu.edu.cn/2026/0618/c11359a303441/page.htm,6月24日,
1004,山东大学,数据科学研究院,2026年山东大学数据科学研究院全国优秀大学生夏令营活动通知,https://dsi.sdu.edu.cn/info/1093/4593.htm,6月24日,
1005,中国科学院大学,生命科学学院,2026年中国科学院大学生命科学学院优秀大学生夏令营报名通知,https://bio.ucas.ac.cn/index.php/tzgg/76888-2026-6,6月24日,
1006,山东大学,基础医学院,2026年山东大学基础医学院 “齐鲁风”全国优秀大学生夏令营活动通知,http://www.bmsgrade.sdu.edu.cn/info/1004/9186.htm,6月24日,
1007,中国矿业大学,材料与物理学院,2026年中国矿业大学材料与物理学院优秀大学生学术夏令营活动通知,https://smsp.cumt.edu.cn/96/a8/c18894a693928/page.htm,6月23日,
1008,南京大学,生命科学学院,2026年南京大学生命科学学院本科生暑期开放日通知,https://life.nju.edu.cn/c2/4e/c12936a836174/page.htm,6月23日,
1009,北京大学,医学部医学技术研究院,2026年北京大学医学部医学技术研究院关于举办“全国优秀大学生夏令营”活动的通知,https://imt.bjmu.edu.cn/zszp_2/zsxx_2/b135d2de991d45079c8a17293519eb80.htm,6月23日,
1010,北京大学,护理学院,2026年北京大学护理学院关于举办“2026年全国优秀大学生夏令营”的通知,https://nursing.bjmu.edu.cn/jyjx/tzgg2/0970cb710fe04528b505d80b93f5bccc.htm,6月23日,
1011,北京大学,临床医学高等研究院,2026年北京大学临床医学高等研究院关于举办“全国优秀大学生夏令营”的通知,https://iacm.bjmu.edu.cn/jypx/zsdt/bsssyjs/ff524a017c7e4552acf627d7d2b3d1da.htm,6月23日,
1012,吉林大学,机械与航空航天工程学院,2026年吉林大学机械与航空航天工程学院校园活动开放日的通知,https://mae.jlu.edu.cn/info/1010/25322.htm,6月23日,
1013,南方科技大学,物理系,2026年南方科技大学物理系优秀大学生夏季交流会【延长报名时间】,https://mp.weixin.qq.com/s/NZFm2m7uHnextMtORWNv4A?scene=1&click_id=1148213229,6月23日,
1014,山东大学,数学学院,2026年山东大学数学学院全国优秀大学生夏令营活动通知,https://www.math.sdu.edu.cn/info/1031/21824.htm,6月23日,
1015,山东大学,数学学院,2026年山东大学数学学院、数学国家高层次人才培养中心全国优秀大学生夏令营活动通知,https://mrc.sdu.edu.cn/info/1018/2092.htm,6月23日,
1016,上海体育大学,运动健康学院,2026年上海体育大学运动健康学院优秀本科生暑期夏令营招生通知,https://mp.weixin.qq.com/s/lbKSTkUHmTEA71JPFMSMsg?scene=1&click_id=1138285751,6月23日,
1017,四川大学,分析测试中心,2026年四川大学分析测试中心关于举办优秀大学生暑期夏令营的通知,https://atc.scu.edu.cn/info/1056/3844.htm,6月22日,
1018,浙江大学,医学遗传与发育研究院,2026年浙江大学医学遗传与发育研究院关于举办优秀大学生暑期夏令营的通知,https://mp.weixin.qq.com/s/5xh2SXN4G_ALWdqiHjgXNg,6月22日,
1019,深圳河套学院,,2026年深圳河套学院深源英才夏令营,https://mp.weixin.qq.com/s/A8Ycl5Db2Oy3TQN3vbRx0g?scene=1&click_id=19,6月22日,
1020,华中科技大学,能源与动力工程学院,2026年华中科技大学能源与动力工程学院煤燃烧与低碳利用全国重点实验室全国优秀大学生学术夏令营简章,https://energy.hust.edu.cn/info/1162/7350.htm,6月22日,
1021,崖州湾国家实验室,,2026年崖州湾国家实验室夏令营开始报名,https://mp.weixin.qq.com/s/M2ROqJEkC8Ayp5Rra8Hl5Q?scene=1&click_id=9,6月22日,
1022,怀柔国家实验室,,2026年怀柔国家实验室“能・链”综合能源2026年夏令营简章,https://mp.weixin.qq.com/s/NJD3FAkQtRTDJ8CS__heMQ?scene=1&click_id=10,6月22日,
1023,北京航空航天大学,物理学院,2026年北京航空航天大学物理学院暑期学校活动通知,https://physics.buaa.edu.cn/info/1252/5054.htm,6月22日,
1024,复旦大学,智能材料与未来能源创新学院,2026年复旦大学智能材料与未来能源创新学院全国优秀大学生夏令营报名通知,https://icome.fudan.edu.cn/f1/8f/c49262a782735/page.htm,6月22日,
1025,吉林大学,基础医学院,2026年吉林大学基础医学院关于开展2027年招收优秀应届本科毕业生直接攻读博士学位研究生校内预选工作的通知,https://medicine.jlu.edu.cn/info/1308/14084.htm,6月22日,
